|index|text|flg_crime|cat_crime
28|45|O Plano Estratégico para a Segurança Institucional dasEleições 2022  elaborado pela Agência Brasileira de Inteligência (Abin)  considera a possibilidade de interferências externas  ataques cibernéticos  terrorismo e ações contrárias ao Estado Democrático de Direito como principais ameaças ao pleito deste ano. Eleições 2022 O documento  que aCNNBrasil teve acesso  tem caráter reservado. Nele  os integrantes da agência são orientados a “identificar e neutralizar ações que afetem o processo eleitoral”. O plano também define limites para atuação dos agentes e deixa claro que o trabalho “não envolve o monitoramento da sistemática de votação  nem a análise de resultados eleitorais”. Isso significa que ao considerar a possibilidade de ataques cibernéticos  a Abin não faz referência às urnas eletrônicas. As considerações dizem respeito a ações criminosas  em ambiente virtual  com potencial de influenciar o voto do eleitor. Procurada pelaCNNBrasil  a assessoria de comunicação da Abin confirmou os eixos de atuação nas eleições deste ano e a existência de um documento com orientações sobre o trabalho a ser feito durante o pleito. “O plano está organizado em linhas de análise  que congregam as principais linhas de atuação e explicitam o escopo e o não escopo de trabalho  o qual poderá ser atualizado e adaptado ao longo da execução do plano”  afirma. A Abin acrescenta  ainda  que tanto a Agência quanto os órgãos que compõem o Sistema Brasileiro de Inteligência (Sisbin) têm tido participação ativa na garantia da segurança do processo eleitoral  na preservação dos valores democráticos e na defesa da soberania nacional. “A agência exerce função de assessoramento em temas de impacto no processo decisório nacional  definidas na Política Nacional de Inteligência”  finaliza o texto.|S|CIBERCRIME BANCÁRIO
29|46|Reguladores federais dosEstados Unidosacusaram oMorgan Stanleynesta terça feira (20) de falhas surpreendentes que levaram ao manuseio incorreto de dados confidenciais de cerca de 15 milhões de clientes. Estados Unidos Morgan Stanley O Morgan Stanley recebeu uma multa de US$ 35 milhões da Securities and Exchange Commission (SEC  a CVM norte americana) por falhas extensas em proteger informações de identificação pessoal de seus clientes. SEC Desde pelo menos 2015  o Morgan Stanley não se livrou adequadamente de dispositivos que continham dados confidenciais de clientes  conforme o acordo. Em um episódio descrito pela SEC  o Morgan Stanley contratou uma empresa de mudanças     uma que não tinha experiência ou conhecimento em destruição de dados     para desativar milhares de discos rígidos e servidores que armazenam dados de clientes. Essa empresa de mudança vendeu mais tarde milhares de dispositivos do Morgan Stanley  alguns dos quais continham informações de identificação pessoal  para terceiros  disse a SEC. Esses dispositivos acabaram sendo revendidos em um site de leilões na Internet     sem a remoção dos dados confidenciais  segundo o acordo. O Morgan Stanley conseguiu recuperar alguns desses dispositivos  que continham milhares de dados de clientes não criptografados  disse a SEC. A empresa não recuperou a grande maioria dos dispositivos  segundo o acordo. As falhas do Morgan Stanley neste caso são surpreendentes  disse Gurbir Grewal  diretor da divisão de fiscalização da SEC  em comunicado. “Se não forem devidamente protegidas  essas informações confidenciais podem acabar nas mãos erradas e ter consequências desastrosas para os investidores”. Além dos servidores e drivers rígidos  a SEC descobriu que o Morgan Stanley falhou em proteger os dados dos clientes e descartar adequadamente as informações dos relatórios dos consumidores de outras maneiras  inclusive quando a empresa desligou os servidores locais e de filiais. O acordo disse que uma análise do Morgan Stanley descobriu que 42 servidores  todos potencialmente contendo dados não criptografados e informações de relatórios do consumidor  estavam ausentes. O Morgan Stanley concordou em pagar a multa sem admitir ou negar as conclusões do acordo. Em comunicado  o Morgan Stanley disse estar satisfeito por ter resolvido esse problema e expressou confiança de que nenhum dado sensível foi explorado. Nós já notificamos os clientes aplicáveis ​​sobre esses assuntos  que ocorreram há vários anos  e não detectamos nenhum acesso não autorizado ou uso indevido de informações pessoais de clientes  disse o Morgan Stanley em comunicado.|N|OUTROS CIBERCRIMES
30|47|Hackers roubaram ativos digitais no valor de cerca de US$ 160 milhões da empresa de negociação decriptomoedasWintermute  afirmou o presidente executivo  Evgeny Gaevoy  nesta terça feira (20) no Twitter. criptomoedas Esse foi o assalto mais recente a atingir o setor cripto  atormentado pelos crimes virtuais. O roubo teve como alvo as operações financeiras descentralizadas da Wintermute  disse Gaevoy. A empresa  que fornece liquidez nas principais exchanges de criptomoedas e plataformas de negociação  permanece solvente após o ataque  acrescentou. Gaevoy e Wintermute não responderam imediatamente aos pedidos de comentários. A Wintermute se autodenomina um dos maiores players nos mercados globais de criptomoedas. A empresa diz que administra centenas de milhões em ativos e negocia mais de US$ 5 bilhões por dia. Gaevoy disse no Twitter que haverá uma interrupção em nossos serviços hoje e potencialmente nos próximos dias  acrescentando que cerca de 90 ativos foram hackeados. Se você é um cliente da Wintermute  novamente  somos solventes  mas se você se sentir mais seguro para cancelar o empréstimo  podemos fazer isso  disse Gaevoy.|S|OUTROS CIBERCRIMES
31|48|Em janeiro de 2021  Rachel Tobac teve uma ideia descontraída para abordar um assunto sério: um vídeo com uma trilha sonora folk (um estilo musical popular nos EUA)  no qual ela cantava uma história sobre a importância da segurança da senha e da autenticação multifator. Ele veio completo com um refrão que dizia: Logo um criminoso pode vir roubar suas fotos e dados e fugir. Tobac  CEO e cofundador da SocialProof Security  passa muito tempo pensando em como educar as pessoas sobre a importância de proteger seusdados digitais. dados digitais Na época  ela disse  esse tipo de canção estava em alta noTikTok  então o gênero parecia apropriado ela twittou seu vídeo pensando que seria divertido (e possivelmente útil) para os outros. TikTok Ela logo percebeu que havia aproveitado algo maior: as sessões de treinamento corporativo sejam feitas pessoalmente ou por vídeo geralmente são chatas e difíceis de lembrar. E dezenas de empresas entraram em contato com ela após seu tuite  perguntando se poderiam usá lo como parte de seu treinamento de conscientização de segurança. Ela disse que sim  oferecendo o gratuitamente  e cerca de metade dos que o usaram mais tarde lhe disseram que a música tornou mais fácil fazer com que os funcionários se inscrevessem em gerenciadores de senhas e aplicassem o uso de autenticação multifator. Pediram lhe  então  para fazer mais músicas. Agora  o que começou como um projeto paralelo divertido é um produto real que a SocialProof Security  que treina funcionários de empresas em tópicos de segurança da informação por meio de workshops  treinamentos e demonstrações de hackers  está vendendo para seus clientes. A empresa está fazendo videoclipes bem embalados  com uma música country sobre como identificar um golpe de phishing. Tobac postou um trailer apresentando os videoclipes no Twitter no início de agosto  incluindo uma cantiga chamada Dont Get Hacked  que tem uma vibe pop dos anos 80. Em dois dias  140 empresas entraram em contato pedindo demonstrações da abordagem de videoclipe de sua empresa para segurança da informação  e várias já se inscreveram como clientes. A Tobac não nomeia empresas específicas que se inscreveram para o produto de videoclipe  mas em geral os clientes da SocialProof Security incluem uma ampla gama de grandes empresas como Google  Meta  Lululemon e Prudential  bem como a Força Aérea dos EUA e alguns universidades. Acho que isso realmente mostra que muitas empresas diferentes  não apenas em tecnologia  estão procurando algo muito menos chato  disse ela. Para fazer os vídeos  Tobac criou uma lista de tópicos a serem abordados desde segurança de mídia social e gerenciamento de senhas a malware e ransomware e deu aos compositores uma lista de detalhes que cada música deveria incluir  além de ideias para letras. Assistir ao videoclipe do SocialProof sobre como evitar tentativas de phishing mostra os resultados: é brega  com sua música country  cantor de chapéu de cowboy e botas e danças coreografadas em um escritório. Mas também é divertido e  ocasionalmente  cativante (e sim  inclui alguns fatos básicos sobre como evitar cair em um golpe dephishing). Johnathan Yerby  professor associado da Mercer University que estuda segurança cibernética  acha uma ótima ideia usar vídeos de música para comunicar sobre segurança da informação. Ele alertou que pode não ser possível incluir (ou que os espectadores absorvam) todas as informações relevantes em um único vídeo  principalmente se passar rapidamente enquanto as pessoas estão dançando na linha. O maior desafio com o treinamento de funcionários sobre esse tópico específico  disse ele  é simplesmente fazer com que eles se importem. Ele espera que os videoclipes possam torná lo mais acessível. E embora muitas pessoas possam achar divertidos os vídeos de música de segurança da informação (ou pelo menos mais divertidos do que assistir a um típico vídeo de treinamento corporativo ou ouvir uma apresentação)  Tobac sabe que eles não são para todos. Ela realizou pesquisas antes de criar os vídeos e descobriu que cerca de 20% das pessoas não estão realmente interessadas em aprender sobre questões de segurança digital cantando e dançando. Para esse público ela tem uma solução mais sóbria em vídeos falados que abordam os mesmos assuntos. Tobac  que em 2019 usou suas habilidades de engenharia social para hackear os dados de Donie OSullivan  daCNN  disse que a empresa concluiu os vídeos musicais Dont Get Hacked e de phishing até agora. Ele planeja filmar um vídeo para uma música sobre segurança de senha (cujo áudio soa como uma faixa de estilo alternativo dos anos 90) e uma faixa sobre os perigos do compartilhamento excessivo nas mídias sociais (uma confecção pop contemporânea) nas próximas semanas. Sua empresa planeja lançar mais músicas trimestralmente e  eventualmente  ela espera ter uma coleção de 12 vídeos representando vários gêneros musicais e tópicos de segurança da informação. Há tantos outros tópicos que podemos cobrir  disse ela.|S|CIBERCRIME BANCÁRIO
32|49|APolícia Federal (PF)realiza  nesta terça feira (16)  uma operação contra suspeitos de terem realizadoataques cibernéticoscontra sites do governo federal no final de 2021. Polícia Federal (PF) ataques cibernéticos No total  no âmbito da Operação Dark Cloud  os policiais cumprem oito mandados de busca e apreensão divididos entre as cidades de Coremas/PB  Belo Horizonte/MG  Joinville/SC  Curitiba/PR e Paranaguá/PR. Durante a investigação  descobriu se que tais ataques foram realizados por uma organização criminosa transnacional dedicada à prática de crimes dessa natureza  visando entidades públicas e privados no Brasil  Estados Unidos  Portugal e Colômbia  afirmou a PF em nota. Entre os alvos dos hackers no ano passado o site do Ministério da Saúde ficou fora do ar junto de outros portais da pasta  como o Portal Covid e o ConecteSUS  utilizado como comprovante de vacinação contra a Covid 19. o site do Ministério da Saúde ficou fora do ar junto de outros portais da pasta O inquérito policial que levou a operação desta terça foi instaurado no dia do ataque contra a Saúde  em 10 de dezembro de 2021. Os invasores deletaram arquivos  dados e instâncias da pasta atacada  acrescentou a PF. Além dos ataques ao Ministério da Saúde   o grupo acessou indevidamente o ambiente virtual de outras autoridades. Veja a lista abaixo. Outros órgãos atacados pelos hackers: Controladoria Geral da União Ministério da Economia Instituto Federal do Paraná Agência Nacional de Águas e Saneamento Básico Escola Nacional de Administração Pública Agência Nacional de Transporte Terrestre Instituto de Pesquisas Jardim Botânico do Rio de Janeiro Agência Nacional de Energia Elétrica Fundação de Previdência Complementar do Servidor Público Federal Polícia Rodoviária Federal De acordo com a PF  os suspeitos são acusados dos crimes de organização criminosa  invasão de dispositivo informático  interrupção ou perturbação de serviço telegráfico  radiotelegráfico ou telefônico  impedir ou dificultar lhe o restabelecimento  além do crime de corrupção de menores e lavagem de capitais. Ataque hacker contra Ministério da Saúde Na madrugada do dia 10 de dezembro do ano passado o site doMinistério da Saúde(www.saude.gov.br) sofreu umataque hacker. Na madrugada do dia 10 de dezembro do ano passado  Ministério da Saúde ataque hacker. Todos os portais da pasta  como o “ConecteSUS” e o “Portal Covid” também foram afetados e se encontram sem possibilidade de acesso. O Lapsus$ Group  que assume a autoria do ataque cibernético  afirmava em mensagem que 50 terabytes de informações foram retirados do sistema e estão em posse do grupo. “Nos contate caso queiram o retorno dos dados”  diz a mensagem no site. O portal sofreu um “ransomware”  ataque hacker caracterizado pela paralisação dos sistema seguido de um pedido de resgate para liberação. Diante da situação  empresas e agências atingidas devem tomar a difícil decisão sobre pagar ou não os hackers para remover a interrupção. A AIG  uma das maiores seguradoras do mundo  diz que viu um aumento de 150% nos pedidos de resgate e extorsão entre 2018 e 2020. Os pedidos de resgate agora respondem por um em cada cinco pedidos de seguro cibernético  acrescentou a empresa. O ataque aconteceu por volta da 1h da manhã. Cerca de duas horas depois  a mensagem saiu do ar e o site seguiu indisponível para acesso. Ainda no dia 10  o Ministério da Saúde acionou o o Gabinete de Segurança Institucional e a Polícia Federal para apurar o ocorrido. Ainda no dia 10  o Ministério da Saúde acionou o o Gabinete de Segurança Institucional e a Polícia Federal para apurar o ocorrido. Segundo o Ministério  o incidente “comprometeu temporariamente alguns sistemas da pasta”  citando sistemas como “e SUS Notifica  Sistema de Informação do Programa Nacional de Imunização (SI PNI)  ConecteSUS e funcionalidades como a emissão doCertificado Nacional de Vacinação Covid 19e da Carteira Nacional de Vacinação Digital”. Certificado Nacional de Vacinação Covid 19 Entenda o que é o ransomware O ransonware  ataque hacker sofrido pelo site do Ministério da Saúde  é como um “sequestro de dados”  segundo o sócio do escritório Prado Vidigal Advogados especializado em proteção de dados  Luiz Fernando Prado. O ransonware  ataque hacker sofrido pelo site do Ministério da Saúde  é como um “sequestro de dados”  segundo o sócio do escritório Prado Vidigal Advogados especializado em proteção de dados  Luiz Fernando Prado. Em entrevista àCNN Rádio  ele afirmou que o ransomware  que foi feito no sistema da pasta  “tem sido muito comum”. O ransomware acontece  basicamente  quando um servidor é infectado e o programa bloqueia acesso a esses dados. “Se sou usuário do sistema  entro no computador e não consigo mais acessar  [os dados] estarão com senha  criptografia.” Luiz Fernando ainda exemplificou exatamente como ocorre o ramsonware: “O atacante consegue acesso interno  como por exemplo  ao enviar e mail para organização  alguém clica  abre arquivo suspeito  e o agente malicioso encontra dados e bloqueia a informação.” Nesses casos  de acordo com o especialista  os atacantes costumam pedir resgate para liberar o acesso. “Geralmente por criptomoedas para dificultar o rastreamento  se a organização não estiver bem preparada  fica nessa dúvida de pagar ou não.” “Nossa recomendação é não pagar  porque não podemos fomentar esse tipo de quadrilha  compactuar com crime  e não há garantia de que ele devolverá os dados”  completou. O especialista destaca que é possível restabelecer a ordem  mas que depende de como o “Ministério da Saúdeestava preparado”: “Na maioria dos casos o resgate dos dados acontece  o ponto de maior preocupação é que são dados potencialmente sensíveis  precisamos ficar atentos se nossos dados foram ou não afetados.” Ministério da Saúde Outra preocupação é com eventual cópia das informações por parte dos hackers. “O backup é um dos riscos  mesmo com os dados restabelecidos  para eventualmente comercializar a informação copiada.” “Há medidas para mitigar os danos  como backup em outro servidor  em que se consegue restabelecer o acesso e serviço rapidamente  o que acontece é que organizações não estão preparadas ainda para lidar com esse tipo de ataque  temos casos com dias e semanas de instabilidade”  ponderou.|N|OUTROS CIBERCRIMES
33|50|OsEstados Unidosimpuseram nesta segunda feira (8)sançõesao mixer demoedas digitaisTornado Cash  acusando o serviço de ajudarhackers  inclusive da Coreia do Norte  alavar dinheiro. Estados Unidos sanções moedas digitais hackers lavar dinheiro Um funcionário de alto escalão do Departamento do Tesouro dos EUA disse que o Tornado Cash  um dos maiores serviços de mix de moedas digitais  teria lavado mais de US$ 7 bilhões em dinheiro digital desde que foi criado em 2019. A ação desta segunda congela todos ativos nos EUA do serviço. O Lazarus Group  grupo de hackers apoiado pelo governo norte coreano que fez inúmeras violações de dados por motivos políticos e financeiros  lavou pelo menos US$ 455 milhões por meio do Tornado Cash  disse o Tesouro dos EUA. Autoridades dos EUA e da Coreia do Sul dizem que a Coreia do Norte controla milhares de hackers que roubam dinheiro  incluindocriptomoedas  para financiar seus programas de armas. Pyongyang nega as acusações. criptomoedas Representantes da Tornado Cash e a missão norte coreana nas Nações Unidas em Nova York não comentaram o assunto. O Tornado Cash também foi usado para lavar cerca de US$ 100 milhões obtidos em um ataque contra a empresa de moeda virtual Harmony em junho e  na semana passada  no roubo da empresa de tecnologia de moeda virtual Nomad  segundo o Tesouro. Em maio  o Tesouro dos EUA também mirou o mix de moeda virtual Blender  impondo sanções pela primeira vez em um serviço do tipo. Mixers de moedas digitais são ferramentas de software que agrupam e embaralham criptomoedas de milhares de endereços. O Tornado é uma ferramenta importante para criminosos e grupos de hackers  disse Tom Robinson  cofundador da Elliptic  de análise de dados sobre criptomoedas. No total  ao menos US$ 1 3 bilhão em receitas de crimes  como ransomware  hacks e fraudes  foram lavados através do Tornado Cash.|S|OUTROS CIBERCRIMES
34|51|Osgolpes financeiros  conhecidos também comophishingbancário (quando criminosos enviam um link com o objetivo de roubar informações bancárias)  praticamente dobraram no último ano. golpes financeiros É o que mostra um levantamento da PSafe  empresa decibersegurança. Entre janeiro a julho deste ano ocorreram 5.091.384 tentativas de golpes. cibersegurança No mesmo período do ano passado  foram 2.581.200 tentativas de golpes financeiros porphishingbancário  aumento de mais de 97%. phishingbancário De acordo com o executivo chefe de segurança da PSafe  Emilio Simoni  nos primeiros sete meses deste ano  foi registrado o correspondente a uma média de 24 mil bloqueios por dia e 1.000 por hora  no Brasil. Dicas de prevenção A primeira e principal: tenha uma solução de cibersegurança instalada em seu dispositivo  como o dfndr security e o dfndr enterprise. Desconfie de qualquer mensagem que ofereça alguma vantagem ou premiação  incluindo retorno de PIX. Fique atento a qualquer movimentação bancária diferente e troque suas senhas com frequência. Ao realizar compras  sempre que possível opte por cartões de crédito virtuais  pois são mais fáceis de serem cancelados. Se o banco permitir  faça o ajuste do limite do cartão de crédito para um valor menor. Antes de clicar em qualquer link  busque os canais oficiais das empresas. Na dúvida  você pode sempre testar se um link é confiável  gratuitamente  nosite da PSafe. site da PSafe|S|CIBERCRIME BANCÁRIO
35|52|Dados do levantamento feito por uma empresa decibersegurança  PSafe  mostraram 844.821 tentativas degolpesenvolvendo oPixde janeiro a junho deste ano. cibersegurança golpes Pix Já no primeiro semestre do ano passado  foram 65.433 tentativas de golpe  um aumento de 1191%. Segundo o executivo chefe de segurança da PSafe  Emilio Simoni  os cibercriminosos se aproveitam de temas em alta para aplicarem seus golpes    no caso o Pix  por ser um meio de pagamento que se tornou popular no Brasil. A modalidade caiu tanto no gosto do brasileiro que o número de transações cresceu 275% no primeiro semestre de 2022 em comparação com o mesmo período do ano anterior  De janeiro a junho deste ano foram realizadas 8.247.165.611 operações  contra 2.307.611.468 no mesmo período do ano passado. Ou seja  as tentativas de golpe cresceram em ritmo mais elevado que a própria adesão à ferramenta doBanco Central. Banco Central Confira abaixo algumas dicas de segurança: Ao fazer um PIX  cadastre a conta recebedora no aplicativo do seu banco para evitar movimentações para chaves inseguras Evite clicar em links para fazer uma transferência Caso precise receber o PIX de uma pessoa desconhecida  envie uma chave aleatória Use seu CPF ou dados pessoais apenas para pessoas que você conhece Por fim  conte com uma solução de segurança capaz de identificar links maliciosos em tempo real no WhatsApp  Facebook Messenger  SMS e navegador  como o dfndr security. Essa solução também é eficaz contra ogolpe do PIXe consegue detectar tentativas de clonagem no WhatsApp  emitindo um alerta sempre que alguém tenta acessar sua conta. golpe do PIX|N|OUTROS CIBERCRIMES
36|53|O manifesto em defesa dademocracia  que surgiu da iniciativa de alunos  professores e diretoria daFaculdade de Direito da USP (FDUSP) já reuniu mais de 470 mil assinaturas até a noite desta sexta feira (29). democracia Faculdade de Direito da USP (FDUSP)  A organização da carta afirmou àCNNque  desde que as assinaturas foram abertas ao público geral na última terça (26)  já foram registradas mais de 2.000 tentativas de ataques hackers contra o site que recolhe os nomes de signatários. Não foram passados detalhes dos ataques cibernéticos porque os organizadores não querem dar brechas para revelar como está preparada a defesa do site para esse tipo de situação. Outra preocupação dos organizadores do manifesto  conforme relatado àCNN é a inclusão mal intencionada de assinaturas falsas entre os signatários do manifesto. Segundo a organização  há um sistema que está checando a autenticidade dos nomes: Dá trabalho  mas está indo bem. A Carta aos Brasileiros será lida em um ato na FDUSP  no largo São Francisco  em São Paulo  no dia 11 de agosto. A Federação das Indústrias do Estado de São Paulo (Fiesp) confirmou àCNN nesta quinta feira (28)  que prepara um manifesto paralelo junto a outras organizações da sociedade civil que reunirá assinatura de entidades  ao invés de pessoas físicas. A Federação das Indústrias do Estado de São Paulo (Fiesp) confirmou àCNN nesta quinta feira (28)  que prepara um manifesto paralelo junto a outras organizações da sociedade civil que reunirá assinatura de entidades  ao invés de pessoas físicas. A divulgação do documento foi antecipada pelo analista daCNNCaio Junqueira. A divulgação do documento foi antecipada pelo analista daCNNCaio Junqueira Entre os signatários estão personalidades de renome  ex ministros do STF e ministros do Superior Tribunal de Justiça (STJ)  por exemplo. Por exemplo  na divulgação inicial  já constavam as assinaturas dos artistas Arnaldo Antunes e Chico Buarque e ex ministros do STF como Carlos Ayres Britto  Sepúlveda Pertence  Sydney Sanches  Celso de Mello  Carlos Velloso  Joaquim Barbosa e Nelson Jobim  além dos banqueiros Roberto Setúbal e Cândido Bracher  ex presidentes do Itaú Unibanco. ﻿​ Na atualização desta quarta (27) os ministros do STF Rogerio Schietti e Sebastião Alves dos Reis Júnior  a advogada Luciana Temer  filha do ex presidente Michel Temer  do médico Paulo Chapchap  CEO do Hospital Sírio Libanês  e os atores Edson Celulari e Helio de La Peña  entraram para a lista. os ministros do STF Rogerio Schietti e Sebastião Alves dos Reis Júnior  a advogada Luciana Temer  filha do ex presidente Michel Temer  do médico Paulo Chapchap  CEO do Hospital Sírio Libanês  e os atores Edson Celulari e Helio de La Peña  entraram para a lista. Em entrevista àCNNnesta quarta  o diretor da FDUSP  Celso Fernandes Campilongo  afirmou que o manifesto é uma reação aos ataques a tribunais  ao sistema eleitoral e às urnas eletrônicas. Segundo explicou  essa situação “tem claramente um intuito de gerar desconfiança em relação às instituições”. Em entrevista àCNNnesta quarta  o diretor da FDUSP  Celso Fernandes Campilongo  afirmou que o manifesto é uma reação aos ataques a tribunais  ao sistema eleitoral e às urnas eletrônicas. Segundo explicou  essa situação “tem claramente um intuito de gerar desconfiança em relação às instituições”. “Uma das bases da democracia é justamente a confiança nas instituições”  observou Campilongo. O diretor também pontuou que os ataques são feitos “sem provas  sem documentação e sem comprovação”  o que faz com que a democracia “se sinta sitiada”. Sobre o apoio de banqueiros à carta  Campilongo destacou que os impactos na economia podem ocorrer pela instabilidade que as acusações  ameaça de ruptura e desconfiança nas instituições geram. Essa situação poderia  de acordo com o diretor  afastar investidores estrangeiros do Brasil. “Do ponto de vista jurídico  um dado elementar pro desenvolvimento econômico é a segurança jurídica”  complementou.|S|OUTROS CIBERCRIMES
37|54|AUnião Europeiaencontrou evidências de que smartphones usados ​​por alguns de seus funcionários foram invadidos por um software de espionagem de uma empresa israelense  disse o principal oficial de justiça do bloco em carta vista pela Reuters. União Europeia Em carta de 25 de julho enviada à parlamentar Sophie int Veld  o comissário de Justiça da UE  Didier Reynders  disse que a Apple o informou que seu iPhone possivelmente havia sido hackeado pelo Pegasus  ferramenta desenvolvida e vendida a governos pela empresa de vigilância israelense NSO Group. O aviso da Apple desencadeou a inspeção dos dispositivos pessoais e profissionais de Reynders  bem como de outros telefones usados ​​por funcionários da Comissão Europeia. Embora a investigação não tenha detectado provas conclusivas de que os telefones de Reynders ou de funcionários foram invadidos  os investigadores descobriram indicadores de comprometimento  termo usado para descrever que existem evidências mostrando que um ataque ocorreu. Reynders disse que é impossível atribuir esses indicadores a um perpetrador específico com total certeza. Ele acrescentou que a investigação ainda está ativa. Um porta voz da NSO disse que a empresa cooperará com uma investigação da União Europeia. Nossa assistência é ainda mais crucial  pois não há provas concretas até agora de que ocorreu uma violação  disse a porta voz em comunicado à Reuters. O NSO Group está sendo processado pela Apple por violar seus termos de usuário e contrato de serviços. Na semana passada  o comitê de parlamentares anunciou que sua investigação descobriu que 14 Estados membros da União Europeia compraram tecnologia NSO no passado. A carta de Reynders diz que oficiais de Hungria  Polônia e Espanha foram ou estão sendo questionadas sobre uso do Pegasus. A Comissão Europeia também levantou a questão com oficiais israelenses  pedindo que tomem medidas para impedir o uso indevido de seus produtos na União Europeia  diz a carta. Um porta voz do Ministério da Defesa de Israel não respondeu imediatamente a um pedido de comentário.|N|OUTROS CIBERCRIMES
38|55|Circulam mensagens via porWhatsApp  SMS ou e mail informando que o governo federal está dando umnovo Auxílio Brasilde R$ 2.500 00 por meio de transferência via Pix. Se trata de um novo golpe que vem sendo aplicados por sites. WhatsApp novo Auxílio Brasil A vítima ainda pode receber uma mensagem com um link para que consulte se possui direito ao benefício  basta inserir alguns dados para fazer a falsa verificação. Só na última semana  do dia 13 ao dia 20 de julho  a empresa de cibersegurança PSafe  identificou 17 sites utilizando indevidamente o nome do programa “Auxílio Brasil” para dar golpes. No período  já foram bloqueadas mais de 140 mil tentativas de golpes  o equivalente a mais de 20 mil por dia  mais de 833 por hora e 13 por minuto. De acordo com o executivo chefe de Segurança da PSafe  Emilio Simoni  no primeiro semestre de 2022  os sistemas de segurança da empresa já detectaram uma média de 55 mil tentativas por dia e 2 3 mil por hora. O golpe é chamado de phishing  método bastante explorado pelos cibercriminosos  principalmente pelo alto poder de disseminação. phishing Em alguns dos sites eles já incluem o botão compartilhar como condição para receber o falso benefício  que é para induzir a vítima a propagar o golpe mais facilmente. Para ter acesso ao benefício é preciso  obrigatoriamente  estar no Cadastro Único (CadÚnico) e este cadastro só pode ser realizado presencialmente. Portanto  na dúvida  é recomendado que sejam consultadas as informações nos canais oficiais  e que não sejam compartilhadas mensagens  pois  mesmo que sem intenção  podem contribuir para que outras pessoas caiam no golpe.|S|OUTROS CIBERCRIMES
39|56|A presidente do Banco Central Europeu Christine Lagarde  foi alvo de um ataque cibernético  mas ele foi rapidamente frustrado sem que nenhuma informação fosse comprometida  disse um porta voz do BCE nesta terça feira (12). Christine Lagarde Podemos confirmar que houve uma tentativa de incidente cibernético recentemente envolvendo a presidente  disse o porta voz. Ele foi identificado e interrompido rapidamente. Nenhuma informação foi comprometida. Não temos mais nada a dizer  pois uma investigação está em andamento.  |S|CIBERCRIME BANCÁRIO
40|57|A nona fase daoperação Luz na Infância  que busca combater a pornografia infantil  ocorre nesta quinta feira (30) em sete países e prendeu 66 pessoas    sendo 26 no Brasil  entre as quais 14 estavam no estado de São Paulo. operação Luz na Infância O projeto investiga crimes de abuso e exploração sexual na internet. No total  foram emitidos 163 mandados de busca e apreensão em sete países  sendo 74 deles no Brasil. O Ministério da Justiça coordena a ação das Polícias Civis nos estados deAlagoas Bahia Espírito Santo Goiás Maranhão Mato Grosso do Sul Mato Grosso Pará Paraíba Paraná Rio Grande do Norte Rio Grande do SuleSão Paulo. Alagoas Bahia Espírito Santo Goiás Maranhão Mato Grosso do Sul Mato Grosso Pará Paraíba Paraná Rio Grande do Norte Rio Grande do Sul São Paulo “Contamos com o apoio dosEstados Unidos Argentina Equador Paraguai Costa RicaePanamá. Cerca de 800 policiais no Brasil e no exterior participam da operação”  disse Fernando Oliveira  diretor de operações integradas do Ministério da Justiça em entrevista àCNN. Estados Unidos Argentina Equador Paraguai Costa Rica Panamá “Os EUA apoiam a operação através do Departamento de Segurança Interna  rastreando os endereços virtuais desses criminosos  que atuam principalmente deep web“  explica Oliveira. A operação teve início em 2017  e se intensificou em 2019  com duas deflagrações por ano. A fase anterior havia sido realizada em 9 de junho de 2021  quando 73 pessoas foram presas em flagrante. *Sob supervisão.|N|OUTROS CIBERCRIMES
41|58|AReceita Federalfez umalertanesta terça feira (21) sobre a incidência de um novo tipo degolpevia SMS  WhatsApp e e mail  ligado à regularização doCadastro de Pessoa Física (CPF). Receita Federal alerta golpe Cadastro de Pessoa Física (CPF) Trata se de um suposto pedido de regularização da situação do CPF  em que  passando se pelo órgão federal  golpistas induzem a vítima a pagar uma taxa para ter o documento regularizado por meio de links fraudulentos. Se identificam como Receita e utilizam o termo IRPF  assim como as cores da entidade e da bandeira nacional  diz a postagem. O método é conhecido como phishing  uma tentativa de “fisgar” uma vítima através de falsas solicitações. phishing Há casos em que golpistas pedem entre R$ 170 a R$ 275 para supostamente regularizar o CPF serviço que é gratuito e feito pelosite oficialda entidade. site oficial Ao entrar no site  o contribuinte deve selecionar a opção Meu CPF  em que encontrará orientações sobre como corrigir sua situação cadastral de acordo com a irregularidade no sistema  diz a Receita Federal. A incidência de tentativas de fraude de vários tipos tem disparado no Brasil nos últimos meses. Somente no mês de fevereiro  segundo dados da Serasa Experian  326.290 brasileiros foram alvos de golpes o equivalente auma vítima a cada 7 segundos.Saiba como se proteger. uma vítima a cada 7 segundos Saiba como se proteger. *Sob supervisão de Ligia Tuon.|N|OUTROS CIBERCRIMES
