|index|text|flg_crime|cat_crime
20|20|"“A situação de flagrante se deu, pois eles receberam hoje, 21 dessas máquinas”, afirmou a delegada Lia Valechi.
🔔 Receba no WhatsApp as notícias do Triângulo e região
De acordo com a delegada, o casal solicitava máquinas de pagamento de cartão para o Mercado Pago, e depois pedia a substituição dos equipamentos alegando falhas. A empresa enviava novas máquinas, mas as antigas não eram devolvidas pelos golpistas, que as vendiam no mercado local.
“A investigação foi iniciada a partir informações passadas pelo Mercado Pago, em razão da quantidade de máquinas enviadas para essas pessoas e endereços específicos. Os autores pediam as máquinas e alegavam erros e falhas, pedindo novas máquinas. Ao invés de devolverem os equipamentos que seriam trocados, eles os vendiam. A empresa diz que o prejuízo é de mais de R$ 250 mil”, explicou Valechi.
A investigação apontou que um casal vizinho dos golpistas também foi vítima.
“O casal usava os próprios nomes para pedirem as máquinas, mas também o de um casal de vizinhos, que os golpistas se aproveitaram da ingenuidade, afirmando que ganhariam lanches de uma empresa que estava cadastrando novos clientes”.
Ainda conforme a Lia Valechi, além das 21 máquinas apreendidas com o casal durante a prisão, mais de 500 equipamentos foram apreendidos ao longo da investigação. O casal golpista foi autuado por estelionato e encaminhado para o Presídio Jacy de Assis.
Por meio de nota, o Mercado Pago informou que ""está colaborando com as autoridades responsáveis pela investigação, fornecendo as informações requisitadas para auxiliar na elucidação dos fatos. A companhia reforça que não compactua com atos ilícitos e investe massivamente em tecnologia e equipes especializadas para manter a segurança de seus clientes"".
Chips usados em grupo para tramar golpe de estado foram habilitados no mesmo dia
Empresa de venda de motos é investigada por suposto golpe em mais de 30 clientes
Mais de R$ 65 mil são recuperados cinco meses após golpe virtual
Reproduzir vídeo
Casal é preso suspeito de causar prejuízo de mais de R$ 250 mil em Uberlândia
📲 Siga o g1 Triângulo no Instagram, Facebook e X
VÍDEOS: veja tudo sobre o Triângulo, Alto Paranaíba e Noroeste de Minas
50 vídeos"|S|Fraude
21|21|"Um dos suspeitos chegou a ser preso pela Guarda Civil Metropolitana (GCM) nesta quinta-feira (15) e admitiu envolvimento no caso, mas não foi preso, porque não houve flagrante. A vítima não teve o valor de volta.
O caso é investigado pelas autoridades como estelionato consumado.
Siga o canal g1 Ribeirão e Franca no WhatsApp
R$ 4 mil em vez de R$ 15
O golpe foi aplicado na manhã de quarta-feira (14) em uma feira na Rua Casemiro de Abreu, na Vila Seixas, onde a vítima conta que foi abordada por dois suspeitos pedindo ajuda para a compra de uvas.
""Eles pediram pra ajudá-los, que eles queriam almoçar, estariam com fome, então eu comprei duas bandejas de frutas"", diz.
Durante o pagamento, a mulher relata que um deles se utilizou de uma máquina para fazer a cobrança de R$ 15, mas alegou que o equipamento estava com problemas de conexão e o outro suspeito aproximou outra máquina. Ela acredita que foi nesse momento que a transação de R$ 4 mil foi realizada, sem que ela percebesse.
Mulher perde R$ 4 mil ao cair em golpe com pagamento por aproximação de cartão em Ribeirão Preto (SP). — Foto: Reprodução/EPTV
LEIA TAMBÉM
Adolescentes envolvidos na morte de agiota são apreendidos em Franca
PM apreende 164 kg de drogas e armas após carro falso de reportagem capotar
Carga de carne roubada avaliada em R$ 1 milhão é apreendida em sítio de Guaíra
""Meu cartão era de débito, passei o cartão, ele digitou o valor da compra, que era R$ 15, eu coloquei a senha, daí ele disse que a maquininha não estava pegando, que estava fora o sistema, daí ele ficou erguendo a maquininha. O amigo dele pegou, apareceu com outra maquininha, ficou próximo e falou assim: 'aqui entrou'. Ele me deu a mercadoria, as duas caixas de uva, o meu cartão e eu fui trabalhar.""
O prejuízo somente foi notado quando ela chegou ao carro e conferiu a movimentação bancária. Ela ainda retornou à feira, mas a dupla já tinha ido embora.
""Eu não sabia que a outra maquininha estava copiando meus dados e ele colocou esse valor absurdo e eu confiei no ser humano, que ele estava com fome e eu quis comprar a fruta dele pra ajudar ele, mas eu me senti assim, impotente.""
Suspeito alegou 'erro de digitação'
Nesta quinta-feira, em uma outra feira realizada na Vila Tibério, agentes da Guarda Civil Metropolitana (GCM) prenderam um suspeito, posteriormente liberado.
Segundo a equipe, ele inicialmente negou envolvimento no caso, mas à Polícia Civil confirmou ser o responsável pela transação, mas porque houve erro de digitação.
“De início ele negou, mas depois aqui na Policia Civil ele fala que foi um erro de digitação na maquininha de cartão. (...) O outro suspeito não foi visualizado no local. Ele nega que estaria agindo com esse comparsa, fala que agiu sozinho e assumiu tudo"", afirma o guarda civil Daniel Soeira.
Apesar disso, nenhum valor foi devolvido à vítima. Dois telefones celulares e uma máquina de cartão foram aprendidos para a investigação do caso, no 1º Distrito Policial.
Veja mais notícias da região no g1 Ribeirão Preto e Franca
VÍDEOS: Tudo sobre Ribeirão Preto, Franca e região
50 vídeos"|S|Fraude
22|22|"A decisão é da última sexta-feira (24) e as empresas têm até 48 horas, a partir da notificação pela Senacon, para remover os conteúdos fraudulentos.
Caso a exclusão determinada não seja cumprida, Google e Facebook serão multados em R$ 15 mil por dia de descumprimento. A TV Globo tenta contato com as empresas.
De acordo com o Banco Central, nos posts, golpistas afirmam que pessoas que utilizaram o cartão de crédito por um determinado tempo têm direito ao resgate de parte dos valores gastos. Ou que o governo cobrou indevidamente tarifas sobre operações e que essas quantias podem ser recuperadas.
O objetivo dos golpistas é obter ilegalmente os dados bancários das vítimas para a prática de outros crimes.
""Isso é um golpe. Não há lei ou norma do BC sobre recall de cartões de crédito"", diz nota do Banco Central.
Além da exclusão dos conteúdos, conforme a decisão da Senacon, Google e Facebook terão de apresentar relatório sobre as providências tomadas sobre o caso.
""Trata-se de 'golpe', um ardil fraudulento empreendido para alcançar os consumidores a serem ludibriados com tais promessas de resgate de valores pelo uso de cartões de crédito"", afirma nota técnica da Senacon.
""Da consulta aos comentários lançados nas plataformas digitais a respeito dos mencionados vídeos e materiais publicitários, depreende-se que diversos consumidores foram enganados por esses anúncios"", acrescenta o órgão.
Ainda segundo a Senacon, apesar da advertência feita em fevereiro pelo Banco Central sobre as fraudes, ""mensagens dos golpistas continuam circulando em plataformas digitais de grande alcance, como o YouTube, colocando em risco os consumidores, em especial os mais vulneráveis, seja pela idade, saúde, conhecimento ou condição social""."|S|Golpe bancário
23|23|"De acordo com a polícia, criminosos se passam por bancários e usam até crachás falsos para buscar cartões de crédito supostamente clonados nas casas de clientes.
Segundo as investigações da Polícia Civil, suspeitos telefonam para vítimas se identificando como bancários de várias instituições que atuam no Estado e dizendo que o cartão de crédito da pessoa foi clonado.
A partir daí, os golpistas obtêm dados pessoais do cliente do banco e, inclusive, a senha do cartão.
Depois, os criminosos pedem que o cartão clonado seja cortado em duas partes e entregue a um motoboy que irá à casa da vítima buscar o cartão supostamente fraudado.
Só que, mesmo com esse cartão destruído, os golpistas conseguem salvar o chip e produzir um novo cartão, que vai ser usado em compras pelos criminosos, como explica a delegada Nicolle de Castro.
“Eles conseguem confirmar dados das vítimas, pedem a senha, e dizem que um motoboy do banco irá até a casa delas buscar o cartão que estaria clonado. Para passar credibilidade, eles pedem que as vítimas cortem o cartão ao meio, mas isso preserva o chip do cartão. Um motoboy com o crachá do banco vai à residência e as vítimas entregam o cartão. Só que, com o chip, o golpista monta um novo cartão e faz vários compras na conta das vítimas”, detalhou a delegada.
Cuidados
A delegada deixa uma lista de cuidados que os clientes de bancos devem ter ao receber supostas ligações das instituições.
“Primeiro, saber que o banco nunca pede para recolher cartão na sua casa. Nunca entregue seu cartão de crédito a ninguém. Nunca forneça sua senha em hipótese nenhuma, porque em nenhuma transação o banco pede que você fale a sua senha. Apenas quando você vai à agência, pede que digite”, informou.
Ela informa, ainda, que o chip do cartão sempre deve ser destruído se houver a necessidade de encerrar o dispositivo.
“Se precisar destruir o cartão, o ideal é que destrua o chip. Com o chip destruído, não poderão mais usar o cartão. Qualquer dúvida, o cliente deve entrar em contato com o gerente ou com a central de atendimento do banco”, alertou.
Veja o plantão de últimas notícias do G1 Espírito Santo"|S|Golpe bancário
24|24|"Compartilhe no WhatsApp
Compartilhe no Telegram
Geralmente, na mensagem os criminosos adicionam um link para que a pessoa se candidate. Na página, eles solicitam os dados pessoais que podem ser usados em fraudes como clonagem de cartão, abertura de contas em bancos e logins em aplicativos.
“A intenção é colher os dados daquela pessoa, CPF e informações pessoais para tentar abrir contas em bancos digitais e pegar um crédito pré-aprovado. Ou mesmo solicitam um dinheiro para segurar a vaga. As estratégias são muitas”, explicou o especialista à TV Anhanguera.
Golpe do falso emprego: entenda crime aplicado pelo WhatsApp — Foto: Thauany Melo/g1
Segundo Luciéliton Mundim, os criminosos têm estratégias diversas usando a mesma “isca” - a vaga de emprego. Alguns até vendem apostilas para que a pessoa, supostamente, participe do processo seletivo.
“Essa é mais uma via do estelionato. Ninguém vai cobrar. Geralmente [no golpe] tem que comprar uma apostila para poder participar de uma vaga de emprego ou comprar um uniforme”, explicou o especialista.
O especialista ressaltou que a oferta de emprego via mensagem é uma prática incomum de empresas verdadeiras e, no caso do interessado ser abordado dessa forma, ele deve verificar a veracidade por meio dos canais oficiais da empresa citada e buscar pelo nome do recrutador.
O especialista ainda orientou que as pessoas não clique em links enviados por pessoas desconhecidas.
“Quando se clica nesses links, geralmente a pessoa é levada para páginas fakes, que a gente chama de phishing. O objetivo desse ataque é coletar informações. Geralmente são páginas parecidas com as da empresa oficial”, alertou.
Para o especialista, a principal estratégia é sempre desconfiar de ofertas muito fora da realidade. “Sempre se deve tomar cuidado, desconfiar, ninguém sai dando dinheiro de graça assim”, alertou.
Verificação da URL
Para se proteger da páginas falsas, Luciéliton Mundim chamou atenção para a importãncia da verificação da URL - endereço dos sites.
“Nunca coloque número de cartão de crédito em páginas que você não conhece ou que o domínio lá em cima, o endereço, a URL, esteja duvidosa. Vá sempre na pesquisa, nos sites de busca e verifique se aquela URL é realmente a oficial da empresa”, explicou.
O especialista completou que o cadeado na URL não garante segurança, pois o sinal significa apenas que os dados estão trafegando criptografados e que é possível um site fraudulento ter o 'cadeadinho' no endereço.
Ele ainda destacou que é importante não fisgado no primeiro contato para não se submeter a nenhuma das estratégias dos golpistas ou mesmo ter os dados vendidos.
“Existe um mundo underground que a gente chama de darkweb, é onde esses dados circulam, são comercializados”, contou.
Veja outras notícias da região no g1 Goiás.
VÍDEOS: últimas notícias de Goiás
50 vídeos"|S|Fraude
25|25|"Eloísa da Silva Ceccon, Ayla Tamires Soares Cruz e Lucas Gabriel Uliano (fotos acima) foram presos, na terça-feira (2), suspeitos de usarem a empresa Larconnex Representações Financeiras, com sede no Setor Oeste, bairro nobre de Goiânia, e outros CNPJs para induzir consumidores a erro na contratação de contratos de consórcio.
✅ Clique e siga o canal do g1 GO no WhatsApp
O g1 não encontrou a defesa do trio e nem da empresa até a última atualização da reportagem. Um processo sobre o caso foi aberto no Tribunal de Justiça de Goiás sob sigilo e nenhum advogado consta como habilitado. A Polícia Civil autorizou a divulgação de nome e imagem dos investigados.
De acordo com a delegada Débora Melo, durante as investigações do caso, os três suspeitos saíram do estado de Goiás, mas foram localizados e presos em Balneário Camboriú (SC) e Cuiabá (MT). No total, foram cumpridos três mandados de prisão temporária e quatro mandados de busca e apreensão em Goiás e nos outros dois estados.
“A pessoa era atraída por um anúncio de um imóvel específico. Chegando lá, era iludida a assinar um contrato de consórcio, sem saber como funcionava. Porque no consórcio, você precisa dar um lance, ser contemplado ou ser sorteado, não é uma coisa rápida, imediata. E essas pessoas achavam que obteriam o valor da carta de crédito para comprar o imóvel em uma semana, em dois meses. E são pessoas muito humildes. Diaristas, cozinheiros, que juntam R$ 15 mil ou R$ 20 mil durante uma vida toda e ficam com esse prejuízo”, explicou.
LEIA TAMBÉM:
'Escola de fraudes': Grupo é preso suspeito de aplicar golpes com financiamentos de motos em mais de 70 pessoas, em Goiânia
Central de golpes: grupo é preso suspeito de criar mais de 400 números de telefone para cometer crimes
Golpe do boleto falso: Operação prende grupo suspeito de fraudes com prejuízo de mais de R$ 500 mil
Reproduzir vídeo
PCGO prende trio suspeito de aplicar golpes da casa própria
Golpe era aplicado desde 2019
As investigações tiveram início em abril, depois que uma reportagem foi divulgada falando sobre os golpes aplicados em uma sala comercial no Setor Oeste. A Delegacia Estadual de Repressão a Crimes Contra o Consumidor (Decon) ouviu dez vítimas e identificou que o grupo tinha recém se instalado em Goiânia, mas aplicava golpes no estado do Mato Grosso pelo menos desde o ano de 2019.
“Se você foi nessa sala comercial no Setor Oeste, se você assinou um contrato de consórcio sem saber como que funcionava esse contrato, procure a delegacia do consumidor, registre sua ocorrência, traga toda a documentação, que isso é muito importante tanto para o seu ressarcimento, quanto para que a gente possa responsabilizar esses indivíduos que enganaram tantas pessoas”, orientou a delegada.
📱 Veja outras notícias da região no g1 Goiás.
Buscas contra suspeitos de aplicar ""golpes da carta contemplada"" em Goiás e Mato Grosso — Foto: Reprodução/Polícia Civil
VÍDEOS: últimas notícias de Goiás
50 vídeos"|S|Fraude
26|26|"De acordo com o idoso, que não quis se identificar, a mulher que entrou em contato e apontou algumas compras no cartão de crédito do homem. O idoso, porém, estava em casa e não havia feito compra nenhuma. Diante da informação, a mulher então disse que as compras foram indevidas, feitas por clonagem do cartão de crédito da vítima e que, para resolver, precisava dos dados da vítima.
“Houve uma ligação antes, pelo telefone fixo, dizendo que está sendo feita uma compra no valor de R$ 2.850. [disse] 'Olha, eu não saí de casa pra comprar nada', relata a vítima.
Depois da ligação, com receio de o cartão ter sido clonado, o idoso pediu ajuda à filha para resolver a situação. Ela então ficou à frente do caso e conversou com a falsa atendente. Para não levantar suspeitas, a mulher tinha os dados detalhados da vítima, e orientou que, para efetivar o bloqueio do cartão supostamente clonado, era só ela ligar para o telefone no verso do cartão.
“Peguei o telefone novamente, que a ligação tinha sido desligada, só que eu creio que, nesse momento, já deveria ter algum sistema, poderia já estar grampeada. Eu não sei como é que eles agem, foi por isso que eu não desconfiei, porque eu disquei no meu telefone”, conta a filha do idoso, que também não quis se identificar.
Na ligação feita pela filha, ela recebeu números de protocolos e códigos de verificação. Além disso, a atendente disse que iria enviar um motoboy na casa das vítimas para pegar o cartão e uma a carta de contestação das compras indevidas e pediu que o cartão fosse quebrado ao meio.
“Foi me informando todos os dados novamente, pedindo pra eu confirmar. Disse que tinha feito compras no cartão, mas pediu para não se preocupar, que iria bloquear o cartão. Ela disse: ‘vamos encaminhar uma pessoa do banco para buscar essa documentação, junto com o cartão que você vai cortar no meio, mas não corte o chip, por que a gente vai rastrear onde clonaram o cartão do seu pai'”, relata a filha do idoso.
Uma câmera de segurança registrou o momento que o falso motoboy do banco foi até a casa da vítima buscar o cartão. Após ele sair da casa do idoso, uma quantia de R$ 5 mil foi sacada da conta da vítima, além de uma compra não identificada de mais de R$ 6 mil.
O banco em que o idoso é cliente informou que não existe relação entre a instituição financeira e a fraude. Disse também que o banco não liga para clientes solicitando dados de acesso, senhas ou códigos de dispositivo de segurança. Após o caso, o cartão da vítima foi bloqueado pelo banco.
O dinheiro perdido com o golpe ainda não foi recuperado. Segundo a filha da vítima, o idoso estava doente e já havia perdido dinheiro em outro golpe.
""Meu pai estava doente, estava precisando desse dinheiro, já estava comprometido. A gente já tinha sofrido outro golpe, com a obra da casa. De repente, outro golpe. Então, foram muitas pancadas de 2020 pra cá"", conclui a filha.
A filha da vítima registrou um Boletim de Ocorrência. A Polícia Civil informou que a ocorrência foi transferida para a Delegacia Especial de Atendimento ao Idoso, que vai iniciar as investigações.
""Fiquei surpreso com tanta sofisticação deles, de tanto conhecimento da vida alheia. Tanto assim que, agora, quando vou comprar qualquer coisa e que me pedem o CPF, eu não dou mais"", relata o idoso.
Falso motoboy na casa do idoso para buscar o cartão de crédito, em Salvador — Foto: Reprodução / TV Bahia
Confira mais notícias do estado no G1 Bahia.
Assista aos vídeos do G1 Bahia e TV Bahia
50 vídeos
Ouça o podcast do G1 Bahia"|S|Golpe bancário
27|27|"Imagem com anúncio de cartão sem anuidade do banco Santander. — Foto: Reprodução/G1
Essa tática envolve a aplicação de uma técnica baseada em engenharia social muito conhecida, mas que continua seduzindo devido ao seu apelo e à grande capacidade de se espalhar pela rede. Após o internauta responder o questionário, ele é redirecionado para uma página repleta de publicidade que a cada visualização serve para monetizar o golpe. Então após compartilhar essa promoção com os seus contatos e eles repetirem a mesma prática, os golpistas seguirão faturando com publicidade na internet.
Golpe pede que conteúdo seja compartilhado. — Foto: Reprodução/G1
Na prática esse golpe pode ser considerado inofensivo, pois não rouba dados das vítimas. Porém é preciso ter cuidado com variantes que exigem informar número de telefone, dados pessoais e autorizar o acesso à agenda de contatos.
O leitor precisa ficar atento às promoções distribuídas por correntes em aplicativos de troca de mensagens; se possível evitar compartilhá-las para tentar diminuir o seu poder de propagação."|S|Golpe bancário
28|28|"Nessa modalidade, estelionatários se disfarçam de motoboys e simulam a entrega para obter dados pessoais e foto das vítimas, permitindo o acesso a contas para realizar compras e empréstimos.
Há registro de vítimas em Indaiatuba e, no sábado (14), um homem foi preso em Piracicaba (SP) pelo crime - ele confessou que saiu de São Paulo para para tentar aplicar os golpes das falsas entregas e admitiu a PM que usava esses encontros como pretexto para obter dados pessoais e fotografar os destinatários.
✅ Receba as notícias do g1 Campinas no WhatsApp
A ação é tão elaborada, que nas falsas encomendas os criminosos simulam embalagens de empresas e aplicativos da área.
Posso tirar uma foto?
A aposentada Maria de Fátima conta que estava em casa, na cidade de Valinhos, quando foi chamada ao portão para receber 'presente de uma amiga'. Imediatamente, ela conta que estranhou e tentou recusar o produto, mas a insistência do motociclista fez com que acabasse cedendo - o golpista alegou que pagaria pela entrega se voltasse com ela.
Com a falsa entrega nas mãos da vítima, a única coisa que o golpista pediu foi para que Maria deixasse tirar uma foto dela, para que pudesse mostrar à amiga que ela ""tinha ficado alegre com o presente"".
Maria de Fátima teve prejuízo de R$ 40 mil após golpe da falsa encomenda. — Foto: Reprodução/EPTV
Com o retrato, os estelionatários conseguiram destravar o reconhecimento facial, e ter acesso a conta do banco da vítima. Entre saques e empréstimos, um prejuízo de R$ 40 mil. Parte do dinheiro estava sendo guardado para a compra de uma cama nova.
""Eu estava guardando esses R$ 5 mil para comprar uma cama, uma porta e um liquidificador, que o meu queimou. E o meu colchão está horrível. Eu estava guardando para ir na loja, e comprar à vista"", contou Maria.
Cirinei Elza foi vítima do 'golpe da falsa entrega', e teve prejuízo de R$ 22 mil. — Foto: Reprodução/EPTV
Assim como Maria de Fátima, a aposentada Cirinei Elza também sofreu prejuízo após receber um 'presente' que teria ganho em um sorteio - que nunca se inscreveu -, e deixar o entregador a fotografar.
""Quando eu peguei o presente, ele já estava com o celular na mão, e falou: 'Só vou tirar uma fotinha da senhora, viu?'. E tirou a foto"", descreve.
Com o acesso a conta bancária liberada, via Pix os criminosos conseguiram fazer a transferência de R$ 22 mil.
Os casos da Maria de Fátima e da Cirinei Elza foram denunciados à Delegacia de Valinhos.
'O cartão não passou'
Aline sofreu o 'golpe do falso entregador' ao pagar taxa de entrega repetidamente. — Foto: Reprodução/EPTV
O golpe da falsa encomenda já foi registrado com outros estratégias. Aline Martins, farmacêutica de Indaiatuba (SP), foi chamada por um entregador para receber uma cesta de chocolates. Contudo, o remetente havia deixado de pagar R$ 4 da entrega, que poderiam ser pagos com um cartão de débito.
Aline tentou passar o seu cartão quatro vezes, mas todas o motoboy alegava de havia dado um erro. Após a quarta tentativa, o entregador disse a ela que iria buscar uma outra máquina.
Ao entrar em casa, viu notificações de pagamentos em seu aplicativo do banco, e percebeu que todas as vezes que passou o cartão, foi descontado um valor diferente.
""No final, ele falou: 'Vou buscar outra maquininha, porque o seu cartão não passou mesmo, deu um erro'. Na hora que entrei no meu celular, estava constando quatro compras efetuadas. Uma no valor de R$ 900, outra de R$ 950, outra de R$ 1 mil, e outra de R$ 1,5 mil"", relata a farmacêutica.
VÍDEOS: Tudo sobre Campinas e região
50 vídeos
Veja mais notícias da região no g1 Campinas"|S|Fraude
29|29|"Ao efetuar pagamentos na correria do dia a dia, alguns detalhes podem passar desapercebidos. Assim, qualquer pessoa pode cair, independentemente de idade ou nível de habilidade para usar a internet. Por isso, estamos aqui para te ajudar a redobrar a atenção. Esse assunto é tão importante que o Itaú criou um guia especialmente para você! Aprenda a reconhecer esse tipo de golpe e esteja preparado quando for pagar uma compra por boleto. Bora lá!
Como o golpe do boleto falso acontece?
Vamos imaginar que você fez uma compra, escolheu pagar pelo boleto bancário e ainda não efetuou o pagamento. Identificando essa pendência, o golpista altera o boleto na origem ou destino através de programas remotos pelo computador. Depois, via link ou em anexo, envia o boleto falso para o seu e-mail, SMS ou aplicativo de mensagens. Geralmente, o teor da mensagem é alarmante e urgente. Fique de olho!
Ele pode atuar como:
(1) Um falso anunciante, promovendo algum produto ou serviço inexistente e cobrando por ele;
(2) Um serviço conhecido, vindo de maneira idêntica a sua conta de telefone, TV por assinatura, conta de celular, entre outros;
(3) Sua instituição bancária, oferecendo um desconto ou negociando dívidas ou serviços.
O boleto também pode chegar de forma impressa no seu endereço, se passando pela instituição com a qual você tem essa despesa em aberto. Mas, na verdade, seja de forma física ou digital, tudo não se passa de uma tentativa de golpe.
Ao realizar o pagamento do boleto falso, o valor da transação vai para a conta do fraudador, e a dívida original não é quitada. Agora que você sabe como o golpe do boleto falso funciona, veja como manter distância dele!
Aprenda a reconhecer um boleto falso
Antes de pagar, observe atentamente seus boletos. Chegando geralmente em datas comemorativas, os boletos falsos podem estar no meio de outras compras feitas, sem que você note. Por isso, nesse final de ano, redobre a atenção! Se for uma compra que você não reconhece, já sabe. É golpe!
Depois, certifique o canal de onde veio o boleto. Redes sociais, aplicativos de mensagens e SMS são os principais suspeitos. Mas se chegar via e-mail, que é um canal comum para o recebimento de boletos digitais, a análise precisa ser ainda mais cuidadosa.
Ao abrir o boleto, confira os dados do beneficiário. Você reconhece o banco? Tudo está escrito corretamente? Compare cada campo do boleto com a informação verdadeira. Pesquise e revise os dados da compra! Veja seu nome, nome da empresa, CNPJ ou CPF do emissor, o valor do documento (da compra) e a data de vencimento. Qualquer mudança, seja um algarismo ou letra trocada, desconfie!
Verifique a linha digitável. Pode ser que tudo esteja certo, mas a armadilha esteja aqui. Por vezes, o código de barras falha ou é adulterado para ser ilegível. Isso leva à necessidade de digitar a sequência numérica do boleto. Possuindo 48 dígitos, ele fica em dois locais: no topo e na parte de baixo do boleto. Todos os algarismos precisam ser iguais nesses dois campos, viu? Se eles estiverem diferentes, não pague.
Outra característica obrigatória da linha digitável é: os três primeiros números correspondem ao banco emissor. Por exemplo, o código do Itaú Unibanco é 341. Logo, toda linha digitável de boletos do Itaú começa exatamente por esses três algarismos. Por isso, se você vir alguma diferença entre esses três primeiros números e o código do banco emissor, pode ser golpe! Veja o código de demais bancos aqui.
Se bater qualquer dúvida, emita os boletos pelo site oficial do banco ou da empresa que está fazendo a cobrança. O formato mais seguro para fazer isso, é o PDF. E sempre prefira se comunicar pelos canais oficiais, beleza?
Itaú e você contra golpes e fraudes. Juntos, nós protegemos em dobro.
Nessa temporada de compras, e quando mais você precisar, o Itaú quer facilitar seu cuidado com as finanças e tornar cada experiência nesse universo mais segura. Por esse motivo, é o pioneiro do setor a abordar sobre golpes e fraudes, dentro de uma frente de utilidade pública.
O Itaú sabe que, andando lado a lado e compartilhando conhecimento, levamos a segurança a cada vez mais pessoas. Faça parte desse movimento: fale desse artigo com seus amigos e família! Para saber mais dessa iniciativa e se prevenir de outros golpes, clique aqui. Juntos, nós protegemos em dobro.
Quiz
Carregando..."|S|Golpe bancário
30|30|"O ponto de partida foi um vídeo nas redes sociais de uma moça dançando com vários cartões. Os comentários falavam sobre a possível venda de cartão clonado, e tinha um comentário específico que direcionava para um grupo de Telegram, e lá um rapaz oferecia: “se você quer ter acesso a um cartão clonado, você pode acessar esse grupo”.
Curiosamente, a repórter Ariane Veiga entrou no grupo e começou a conversar com a pessoa que fazia a divulgação.
“Na hora de você fazer uma compra, lembrando: sempre 4G, nunca wi-fi, porque o wi-fi guarda os registros, ‘beleza’?” – diz a mensagem de voz do criminoso com instruções de uso do cartão clonado.
O vendedor de cartões clonados instrui por mensagem de texto que o comprador tem até 1 semana após a primeira compra para gastar toda a quantia total no cartão antes dele ser bloqueado.
“O envio do cartão virtual em até 1h após a confirmação do pagamento"", diz o golpista.
Segundo mensagem de texto dos golpistas, todos os cartões clonados acompanham nome completo, número do cartão, código de segurança (aqueles três dígitos no verso), validade e CPF da vítima. Nos grupos do Telegram também podem ser encontrados comprovantes de PIX com os dados das vítimas, para comprovar a veracidade dos cartões clonados.
Em grupos do Telegram, criminosos vendem cartões clonados livremente — Foto: Reprodução/TV Globo
O advogado especialista em golpes, José Milagre diz que a plataforma é muito utilizada pelos criminosos.
“É indisfarçado hoje que o crime também está utilizando o Telegram. É lá que são negociadas as informações. Ou seja, se antigamente, nós falávamos em deep web, que são estruturas da web que não são acessíveis por meio convencional. São aplicativos convencionados baixados, grupos são criados e por lá é feito todo o comércio e até mesmo o assédio a essas vítimas, por esses aplicativos que não tem nenhuma regra de investigação, nenhuma regra de exclusão desses grupos, sob uma sensação de anonimato porque os números normalmente, não são identificáveis de primeiro momento e é isso que abastece o crime digital hoje"", destaca.
Vítimas são pegas de surpresa
Reproduzir vídeo
Em grupos do Telegram para vendas de cartões clonados, criminosos divulgam dados de vítimas
A equipe foi até São Bernardo do Campo no endereço de uma mulher que os dados estavam sendo compartilhados em um grupo do Telegram, que o Profissão Repórter estava infiltrado. A vítima, a comerciante, Suellen Amorim se mostrou surpresa diante da situação.
“Sério? Estranho porque eu não recebi nenhum tipo de cobrança"", disse a vítima.
Suellen decidiu checar se estava com o nome sujo e descobriu que não.
A equipe entrou em contato com o Telegram e foi direcionada pelo próprio aplicativo a uma página para falar com um robô. Por esse canal, foram encaminhados os conteúdos que foram encontrados e denunciados na reportagem. E o Telegram deu a seguinte resposta final para a solicitação:
""Todos os links que você enviou já foram bloqueados. Compartilhar informações privadas é uma violação dos termos de serviço do Telegram e os moradores removem ativamente esse conteúdo"", informou o Telegram.
Após a notificação do aplicativo, foi possível constatar que as páginas que a equipe denunciou já não estavam mais ativas. No entanto, outras surgiram.
Em grupos do Telegram, criminosos vendem cartões clonados livremente — Foto: Reprodução/TV Globo
Golpe do aluguel, da maquininha, do 0800, da venda de carro: veja como os bandidos se reinventam para fazer novas vítimas
Saiba mais
Golpes Brasil: estelionatos e fraudes eletrônicas aumentam
Segundo dados do Fórum Brasileiro de Segurança Pública/2023, Em 2018, foram registrados no Brasil cerca de 426 mil de golpes. No ano passado, foram mais de 1,8 milhão, um crescimento de 326% em 5 anos.
Os casos de fraude por meio eletrônico cresceram quase 70% entre 2021 e 2022. Em São Paulo, o advogado José Milagre criou um grupo para investigar esse tipo de crime.
""A gente recebe em média 50, 60 demandas pelo nosso atendimento, a maioria envolve golpe financeiro, dentre eles, a fraude eletrônica e o estelionato. Então, nós temos hoje golpes ligados a PIX, ligados a falso intermediário. Gente que perdeu cerca de R$ 26 mil, R$ 5 mil"", destaca o advogado.
Jorge ainda dá orientações para vítimas que possam ter seus dados divulgados pelos criminosos.
""É importante que aquelas pessoas que realmente não participaram registrem ocorrência demonstrando que tiveram conhecimento dessa informação. Procuram até instituição financeira para identificar se abriram uma conta ou se só usaram os dados em print"".
Golpes no Brasil: país registra aumento de estelionatos e fraudes eletrônicas — Foto: Reprodução/TV Globo
LEIA TAMBÉM:
‘A senhora tá esperta’, diz falso atendente para repórter ao tentar aplicar golpe do 0800
Criminosos fingem ser donos de apartamento e aplicam golpe do falso aluguel; veja como funciona
Novo golpe desvia PIX copia e cola em compras on-line pelo computador; veja como se proteger
WhatsApp clonado: o que fazer se for vítima e como prevenir golpes
Veja a íntegra do programa:
Reproduzir vídeo
Edição de 21/11/2023
Confira as últimas reportagens do Profissão Repórter abaixo:
50 vídeos"|S|Cybercrime
